name,city,price,stars,rating,image_url,buffet,pool,sea,view,review,status,rooms_available,event_image_url
Phuong Nam Motel,Ho Chi Minh,200000,1,2.2,https://images.unsplash.com/photo-1505691723518-36a5ac3be353?auto=format&fit=crop&w=800&q=60,False,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Phương Nam Hotel tọa lạc tại trung tâm Thành phố Hồ Chí Minh, mang đến chỗ nghỉ tiện nghi, thoải mái với Wi-Fi miễn phí trong toàn bộ khuôn viên. Vị trí thuận lợi giúp du khách dễ dàng di chuyển đến các điểm tham quan nổi tiếng, trung tâm mua sắm và các quán cà phê đặc sắc của thành phố.
</p>
<img src='/static/images/hotels/Phuong Nam Hotel/PhuongNamHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Khách sạn cung cấp các phòng nghỉ máy lạnh được bài trí trang nhã với đầy đủ tiện nghi như TV màn hình phẳng, minibar, két an toàn và khu vực tiếp khách. Phòng tắm riêng đi kèm tiện nghi vòi sen, dép và đồ vệ sinh cá nhân, đảm bảo mang đến sự thoải mái tối đa cho khách lưu trú.
</p>
<img src='/static/images/hotels/Phuong Nam Hotel/PhuongNamHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Phương Nam Hotel cung cấp nhiều dịch vụ hỗ trợ như lễ tân 24 giờ, dịch vụ phòng, giặt là và tư vấn du lịch. Du khách có thể dễ dàng khám phá thành phố, đặt tour hoặc sử dụng dịch vụ vận chuyển thuận tiện ngay tại khách sạn.
</p>
<img src='/static/images/hotels/Phuong Nam Hotel/PhuongNamHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm và dịch vụ chu đáo, Phương Nam Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hay những ai muốn khám phá Sài Gòn một cách trọn vẹn, tiện lợi và thoải mái.
</p>",còn,1,
Hanoi Street Hotel,Hanoi,1620000,1,4.3,https://cf.bstatic.com/xdata/images/hotel/max1024x768/503525326.jpg?k=ba10c29ad81060b48761c6581692e7cffb5cd1094124fd53267345ffa9b321f1&o=,True,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Hanoi Street Hotel nằm ngay trung tâm Hà Nội, mang đến chỗ nghỉ hiện đại, thoải mái với Wi-Fi miễn phí trong toàn bộ khuôn viên. Vị trí thuận tiện giúp du khách dễ dàng khám phá các điểm tham quan nổi tiếng, phố cổ sầm uất và các quán cà phê độc đáo xung quanh.
</p>
<img src='/static/images/hotels/Hanoi Street Hotel/HanoiStreetHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Khách sạn cung cấp các phòng nghỉ máy lạnh trang nhã, đầy đủ tiện nghi như TV màn hình phẳng, minibar, két an toàn và khu vực tiếp khách. Phòng tắm riêng đi kèm tiện nghi vòi sen, dép và đồ vệ sinh cá nhân, đảm bảo mang đến trải nghiệm thoải mái và tiện lợi cho du khách.
</p>
<img src='/static/images/hotels/Hanoi Street Hotel/HanoiStreetHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Hanoi Street Hotel cung cấp nhiều dịch vụ hỗ trợ như lễ tân 24 giờ, dịch vụ phòng, giặt là và tư vấn du lịch. Du khách có thể dễ dàng đặt tour, tham quan phố cổ hoặc sử dụng dịch vụ vận chuyển thuận tiện ngay tại khách sạn.
</p>
<img src='/static/images/hotels/Hanoi Street Hotel/HanoiStreetHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm và dịch vụ chu đáo, Hanoi Street Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hay những ai muốn khám phá Hà Nội một cách trọn vẹn, tiện lợi và thoải mái.
</p>",còn,4,
Thu Giang Hanoi Hotel,Hanoi,700000,2,3.8,https://cf.bstatic.com/xdata/images/hotel/max1024x768/767082885.jpg?k=7090fb86d8f280dfd14c1ac0f151e4d58280172ecdf8e9914b788020178b426b&o=,False,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Thu Giang Hanoi Hotel nằm ngay trung tâm Hà Nội, là điểm dừng chân lý tưởng cho cả khách du lịch lẫn khách công tác. Khách sạn mang đến không gian nghỉ ngơi hiện đại, tiện nghi và yên tĩnh giữa nhịp sống sôi động của thủ đô. Wi-Fi miễn phí phủ sóng toàn bộ khuôn viên giúp du khách dễ dàng kết nối công việc hay giải trí. Vị trí thuận tiện cũng cho phép bạn nhanh chóng tiếp cận các địa điểm tham quan nổi tiếng, phố cổ sầm uất, các nhà hàng đặc sản và những quán cà phê độc đáo chỉ trong vài bước chân.
</p>
<img src='/static/images/hotels/Thu Giang Hanoi Hotel/ThuGiangHanoiHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Thu Giang Hanoi Hotel được thiết kế trang nhã, kết hợp giữa phong cách hiện đại và tiện nghi tối ưu. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng, mang đến trải nghiệm thoải mái như ở nhà. Phòng tắm riêng đi kèm vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo sự tiện lợi tối đa cho mọi du khách. Không gian phòng yên tĩnh giúp bạn nghỉ ngơi sau một ngày dài khám phá Hà Nội.
</p>
<img src='/static/images/hotels/Thu Giang Hanoi Hotel/ThuGiangHanoiHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Thu Giang Hanoi Hotel cung cấp đầy đủ các dịch vụ hỗ trợ nhằm mang đến trải nghiệm hoàn hảo cho khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng hỗ trợ mọi nhu cầu, từ đặt tour, tư vấn tham quan đến dịch vụ giữ hành lý. Dịch vụ phòng, giặt là và vận chuyển cũng được cung cấp thuận tiện, giúp du khách tiết kiệm thời gian và công sức. Ngoài ra, khách sạn còn có khu vực sảnh sang trọng để thư giãn, đọc sách hoặc gặp gỡ bạn bè và đối tác.
</p>
<img src='/static/images/hotels/Thu Giang Hanoi Hotel/ThuGiangHanoiHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chu đáo, Thu Giang Hanoi Hotel là lựa chọn lý tưởng cho những ai muốn khám phá trọn vẹn Hà Nội. Dù bạn đến để du lịch, công tác hay trải nghiệm văn hóa, khách sạn sẽ mang đến sự thoải mái, tiện lợi và trải nghiệm đáng nhớ. Khách sạn cũng là điểm khởi đầu lý tưởng để tham quan các khu vực nổi tiếng, thưởng thức ẩm thực địa phương và cảm nhận nhịp sống độc đáo của thủ đô.
</p>",còn,7,
My Linh Hotel,Hanoi,940000,3,2.7,https://cf.bstatic.com/xdata/images/hotel/max1024x768/204241090.jpg?k=bffb63d5e22f7066f931e22f6eb5fa823a3239e297e53b8de3d591c8c9f57f5e&o=,True,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
My Linh Hotel tọa lạc ngay trung tâm Hà Nội, là điểm dừng chân lý tưởng cho du khách muốn khám phá thủ đô một cách trọn vẹn. Khách sạn mang đến không gian nghỉ ngơi hiện đại, yên tĩnh và tiện nghi giữa nhịp sống sôi động của thành phố. Wi-Fi miễn phí phủ sóng toàn bộ khuôn viên giúp khách lưu trú kết nối dễ dàng, phục vụ cả công việc lẫn giải trí. Vị trí thuận lợi cho phép bạn dễ dàng di chuyển đến các điểm tham quan, phố cổ, nhà hàng, quán cà phê đặc sắc và các trung tâm mua sắm nổi tiếng.
</p>
<img src='/static/images/hotels/My Linh Hotel/MyLinhHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại My Linh Hotel được thiết kế trang nhã, kết hợp giữa phong cách hiện đại và tiện nghi tối ưu. Mỗi phòng đều được trang bị máy lạnh, TV màn hình phẳng, minibar, két an toàn, khu vực làm việc và tiếp khách. Phòng tắm riêng đầy đủ tiện nghi với vòi sen, đồ vệ sinh cá nhân, dép và khăn tắm, mang đến sự thoải mái tối đa. Không gian yên tĩnh giúp khách nghỉ ngơi sau một ngày dài khám phá Hà Nội hoặc tham dự công việc.
</p>
<img src='/static/images/hotels/My Linh Hotel/MyLinhHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
My Linh Hotel cung cấp nhiều dịch vụ hỗ trợ nhằm nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng hỗ trợ mọi nhu cầu, từ đặt tour, tư vấn tham quan, đến dịch vụ giữ hành lý. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng, tiện lợi. Khách sạn cũng có khu vực sảnh sang trọng, phù hợp để thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/My Linh Hotel/MyLinhHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, My Linh Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu tuyệt vời để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực địa phương và tận hưởng nhịp sống đặc trưng của thủ đô.
</p>",còn,4,
Jacayl Hotel,Hanoi,780000,4,4.8,https://cf.bstatic.com/xdata/images/hotel/max1024x768/425122760.jpg?k=5d626211d30743302cc5cb44fd27c7f0c6786b958b8ca70375b8094139eb7250&o=,True,False,True,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Jacayl Hotel nằm ngay trung tâm Hà Nội, mang đến không gian nghỉ ngơi hiện đại và tiện nghi giữa nhịp sống sôi động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí phủ sóng toàn bộ khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng tiếp cận các điểm tham quan nổi tiếng, khu phố cổ sầm uất, nhà hàng đặc sản, quán cà phê và các trung tâm thương mại nổi tiếng.
</p>
<img src='/static/images/hotels/Jacayl Hotel/JacaylHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Jacayl Hotel được thiết kế trang nhã, hiện đại và đầy đủ tiện nghi. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách. Phòng tắm riêng được trang bị vòi sen, đồ vệ sinh cá nhân, dép và khăn tắm, đảm bảo sự thoải mái tối đa cho khách lưu trú. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài khám phá thành phố.
</p>
<img src='/static/images/hotels/Jacayl Hotel/JacaylHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Jacayl Hotel cung cấp đa dạng các dịch vụ hỗ trợ để mang đến trải nghiệm hoàn hảo cho khách. Lễ tân 24 giờ luôn sẵn sàng hỗ trợ đặt tour, tư vấn tham quan, giữ hành lý hoặc mọi nhu cầu khác. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng, tiện lợi. Khách sạn còn có khu vực sảnh sang trọng, nơi du khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Jacayl Hotel/JacaylHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm và dịch vụ chuyên nghiệp, Jacayl Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực địa phương và cảm nhận nhịp sống đặc trưng của thủ đô.
</p>",còn,3,
Pan Pacific Hanoi,Hanoi,7800000,5,4.2,https://cf.bstatic.com/xdata/images/hotel/max1024x768/663784414.jpg?k=e868fe032daf22147ded2708d10cf0364a8c42082518a09b0895cdbe82a2ed95&o=,True,True,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Pan Pacific Hanoi tọa lạc tại trung tâm Hà Nội, mang đến không gian nghỉ ngơi sang trọng và hiện đại giữa nhịp sống năng động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí trong toàn bộ khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng di chuyển đến các điểm tham quan nổi tiếng, phố cổ, nhà hàng ẩm thực địa phương, quán cà phê và các trung tâm thương mại lớn.
</p>
<img src='/static/images/hotels/Pan Pacific Hanoi/PanPacificHanoi_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Pan Pacific Hanoi được thiết kế sang trọng, trang nhã với đầy đủ tiện nghi hiện đại. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng. Phòng tắm riêng được trang bị vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo mang đến sự thoải mái tối đa cho du khách. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài khám phá thành phố hoặc tham dự công việc.
</p>
<img src='/static/images/hotels/Pan Pacific Hanoi/PanPacificHanoi_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Pan Pacific Hanoi cung cấp nhiều dịch vụ hỗ trợ nhằm nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng phục vụ các nhu cầu như đặt tour, tư vấn tham quan, giữ hành lý và hướng dẫn di chuyển. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng, tiện lợi. Khách sạn còn có khu vực sảnh sang trọng, nơi khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Pan Pacific Hanoi/PanPacificHanoi_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, Pan Pacific Hanoi là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực đặc trưng và cảm nhận nhịp sống sôi động của thủ đô.
</p>",còn,7,https://www.vietnambooking.com/wp-content/uploads/2023/09/pho-long-den-phung-hung-ha-noi-4.jpg

SophieHotel,Hanoi,860000,1,3.6,https://cf.bstatic.com/xdata/images/hotel/max1024x768/350053608.jpg?k=03bec565d9d94565c00d2dfe421b1180fe81855716e023ab9aca991a28324882&o=,False,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Sophie Hotel nằm ngay trung tâm Hà Nội, mang đến không gian nghỉ ngơi hiện đại, tiện nghi và yên tĩnh giữa nhịp sống sôi động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí phủ sóng toàn bộ khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng tiếp cận các điểm tham quan nổi tiếng, phố cổ, nhà hàng ẩm thực đặc sắc, quán cà phê và các trung tâm mua sắm sầm uất.
</p>
<img src='/static/images/hotels/Sophie Hotel/SophieHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Sophie Hotel được thiết kế sang trọng, trang nhã và đầy đủ tiện nghi hiện đại. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng. Phòng tắm riêng đi kèm vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo mang đến sự thoải mái tối đa cho khách lưu trú. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài tham quan hoặc công tác.
</p>
<img src='/static/images/hotels/Sophie Hotel/SophieHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Sophie Hotel cung cấp đa dạng các dịch vụ hỗ trợ để nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng phục vụ nhu cầu đặt tour, tư vấn tham quan, giữ hành lý hoặc hướng dẫn di chuyển. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng, tiện lợi. Khách sạn cũng có khu vực sảnh sang trọng, nơi du khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Sophie Hotel/SophieHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, Sophie Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực địa phương và tận hưởng nhịp sống đặc trưng của thủ đô.
</p>",còn,2,
Golden Hotel,Hanoi,700000,2,4.2,https://cf.bstatic.com/xdata/images/hotel/max1024x768/767458428.jpg?k=c142c99187587f9193512148c9da95c09e1bb115b817c1881d69ad84761722c0&o=,False,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Golden Hotel tọa lạc ngay trung tâm Hà Nội, mang đến không gian nghỉ ngơi sang trọng, tiện nghi và yên tĩnh giữa nhịp sống năng động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí toàn khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng di chuyển đến các điểm tham quan nổi tiếng, phố cổ sầm uất, nhà hàng đặc sản, quán cà phê và các trung tâm thương mại lớn.
</p>
<img src='/static/images/hotels/Golden Hotel/GoldenHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Golden Hotel được thiết kế trang nhã, hiện đại với đầy đủ tiện nghi cao cấp. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng. Phòng tắm riêng đi kèm vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo mang đến sự thoải mái tối đa cho khách lưu trú. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài khám phá thành phố hoặc công tác.
</p>
<img src='/static/images/hotels/Golden Hotel/GoldenHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Golden Hotel cung cấp đa dạng các dịch vụ hỗ trợ nhằm nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng phục vụ các nhu cầu như đặt tour, tư vấn tham quan, giữ hành lý hoặc hướng dẫn di chuyển. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng, tiện lợi. Khách sạn còn có khu vực sảnh sang trọng, nơi khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Golden Hotel/GoldenHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, Golden Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực đặc trưng và tận hưởng nhịp sống sôi động của thủ đô.
</p>",còn,3,
Keypad Hotel,Hanoi,1000000,3,4.3,https://cf.bstatic.com/xdata/images/hotel/max1024x768/604923707.jpg?k=077750dd3771a7a3bf5a8e5cad0e60b86a6eb285cf7385bd36b7217cc2a1ddf2&o=,True,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Keypad Hotel tọa lạc tại trung tâm Hà Nội, mang đến không gian nghỉ ngơi hiện đại, tiện nghi và yên tĩnh giữa nhịp sống sôi động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí trong toàn bộ khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng tiếp cận các điểm tham quan nổi tiếng, khu phố cổ sầm uất, các nhà hàng đặc sản, quán cà phê và trung tâm thương mại lớn.
</p>
<img src='/static/images/hotels/Keypad Hotel/KeypadHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Keypad Hotel được thiết kế sang trọng, trang nhã và đầy đủ tiện nghi hiện đại. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng. Phòng tắm riêng đi kèm vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo mang đến sự thoải mái tối đa cho khách lưu trú. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài tham quan hoặc công tác.
</p>
<img src='/static/images/hotels/Keypad Hotel/KeypadHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Keypad Hotel cung cấp đa dạng các dịch vụ hỗ trợ nhằm nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng phục vụ các nhu cầu như đặt tour, tư vấn tham quan, giữ hành lý và hướng dẫn di chuyển. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng và tiện lợi. Khách sạn còn có khu vực sảnh sang trọng, nơi du khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Keypad Hotel/KeypadHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, Keypad Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực đặc trưng và cảm nhận nhịp sống năng động của thủ đô.
</p>",còn,6,
Golden Sail Hotel,Hanoi,1100000,4,4.1,https://cf.bstatic.com/xdata/images/hotel/max1024x768/406097912.jpg?k=165798aa7771800220f36ce520f45ce7394d309b1654ab952e2b00999a7f89c2&o=,True,False,False,False,"
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Golden Sail Hotel tọa lạc tại trung tâm Hà Nội, mang đến không gian nghỉ ngơi sang trọng, hiện đại và yên tĩnh giữa nhịp sống sôi động của thủ đô. Khách sạn cung cấp Wi-Fi miễn phí phủ sóng toàn bộ khuôn viên, giúp du khách kết nối dễ dàng cho công việc hoặc giải trí. Vị trí thuận lợi cho phép bạn dễ dàng tiếp cận các điểm tham quan nổi tiếng, phố cổ, nhà hàng ẩm thực đặc sắc, quán cà phê và các trung tâm thương mại lớn.
</p>
<img src='/static/images/hotels/Golden Sail Hotel/GoldenSailHotel_review1.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Các phòng nghỉ tại Golden Sail Hotel được thiết kế trang nhã, sang trọng và đầy đủ tiện nghi hiện đại. Mỗi phòng đều có máy lạnh, TV màn hình phẳng, minibar, két an toàn, bàn làm việc và khu vực tiếp khách riêng. Phòng tắm riêng đi kèm vòi sen, đồ vệ sinh cá nhân cao cấp, dép và khăn tắm, đảm bảo mang đến sự thoải mái tối đa cho khách lưu trú. Không gian yên tĩnh giúp bạn thư giãn sau một ngày dài tham quan hoặc công tác.
</p>
<img src='/static/images/hotels/Golden Sail Hotel/GoldenSailHotel_review2.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Golden Sail Hotel cung cấp đa dạng các dịch vụ hỗ trợ nhằm nâng cao trải nghiệm khách lưu trú. Lễ tân 24 giờ luôn sẵn sàng phục vụ các nhu cầu như đặt tour, tư vấn tham quan, giữ hành lý và hướng dẫn di chuyển. Dịch vụ phòng, giặt là và vận chuyển được thực hiện nhanh chóng và tiện lợi. Khách sạn còn có khu vực sảnh sang trọng, nơi du khách có thể thư giãn, gặp gỡ bạn bè hoặc trao đổi công việc.
</p>
<img src='/static/images/hotels/Golden Sail Hotel/GoldenSailHotel_review3.jpg' style='width:800px; display:block; margin:20px auto;'>
<br>
<p style='font-size:18px; line-height:1.8; font-weight:bold; text-indent:2em;'>
Với mức giá hợp lý, vị trí trung tâm thuận tiện và dịch vụ chuyên nghiệp, Golden Sail Hotel là lựa chọn lý tưởng cho khách du lịch, công tác hoặc những ai muốn trải nghiệm Hà Nội một cách tiện lợi và thoải mái. Khách sạn cũng là điểm khởi đầu thuận tiện để khám phá các khu vực nổi tiếng, thưởng thức ẩm thực đặc trưng và tận hưởng nhịp sống năng động của thủ đô.
</p>",còn,4,
